auth_capital,city,com_class,com_fullname,com_id,com_intro,com_links,com_location,com_logo,com_name,com_website,com_welfare,day_per_week,detailed_intro,est_date,industry,job_academic,job_deadline,job_detail,job_links,job_title,num_employee,released_time,tag,time_span,update_time,wage
注册资本：400 万元,北京,公司类型：有限责任公司(法人独资),北京小度互娱科技有限公司,注册号：110108020950849,致力于打造中国互联网PGC（专业生产内容）分发第一平台,https://www.shixiseng.com/com/com_x6pawojxvpef,北京市海淀区东北旺西路10号院东区17号楼文思海辉大厦,https://sxsimg.xiaoyuanzhao.com/81/7F/81F4DA5F7F2055572C038C2E130B7A7F.png,小度互娱,,"['福利环境超好', '员工食堂', '学习机会多多', '6个月实习']",5天/周,小度互娱(百度视频)科技有限公司，致力于打造中国互联网PGC（专业生产内容）分发第一平台。百度视频是中国最大的视频搜索平台和PGC内容观看平台，收录了超过5.8亿条视频内容，百度视频移动端App总用户量已超过3亿。独立运营后，小度互娱将直接拥有百度视频的海量用户规模及所有核心技术，专注于PGC内容分发平台建设和PGC内容投资基金运营，同时继续向网民提供全网视频搜索服务,成立日期：2016-04-01,计算机/互联网,本科,2018-03-30,"['5、具备hadoop、hive、spark能力，C++开发能力的优先', '6、重点大学本科及以上学历，计算机相关专业，研一、研二同学优先']",https://www.shixiseng.com/intern/inn_tfgsrar1aaqm,广告算法实习生,150-500人,24小时前,算法,6个月,2018-03-21 15:14:08,180-200/天
注册资本：31000 万元 美元,北京,公司类型：有限责任公司(外国法人独资),ABB（中国）有限公司,注册号：100000400006036,全球500强，是电力和自动化技术领域的领导企业,https://www.shixiseng.com/com/com_g74nf5tz31tz,上海浦东,https://sxsimg.xiaoyuanzhao.com/AE/B4/AE52217EEE801F62C1DD9354722FE9B4.png,ABB,http://new.abb.com/,['实习'],3天/周,ABB位列全球500强，是电力和自动化技术领域的领导企业。ABB致力于帮助电力、工业、交通和基础设施等领域客户提高业绩，同时降低对环境的影响。ABB集团业务遍布全球近100个国家，拥有14万名员工。ABB在中国拥有研发、制造、销售和工程服务等全方位的业务活动，员工1.9万名，拥有39家本地企业和遍布全国126个城市的销售与服务网络。,成立日期：1995-08-12,企业服务,硕士,2018-04-30,"['熟悉视频、图像处理相关算法，尤其是物体检测、跟踪与识别 ', '较强的专业论文阅读能力，以及一定的技术文档能力 ', '熟悉linux开发环境，熟悉C++/C/python编程语言者优先 ', '正直诚信、有团队精神，有良好的学习能力，沟通能力和独立解决技术问题的能力 ', '岗位职责： ', '1、负责计算机视觉方向算法的研究及前瞻性预研 ', '2、配合项目进展，进行相关算法和技术的复现和优化']",https://www.shixiseng.com/intern/inn_f2ka8fxhzsbe,视觉算法工程师,2000人以上,25小时前,软件,6个月,2018-03-21 15:09:38,160-180/天
注册资本：147.0558 万元 人民币,北京,公司类型：有限责任公司(中外合资),北京零零无限科技有限公司,注册号：110108017221323,嵌入式人工智能，核心软件,https://www.shixiseng.com/com/com_bf1bmnzq008a,浙江省杭州市余杭区仓前街道良睦路1399号梦想小镇,https://sxsimg.xiaoyuanzhao.com/64/2D/64B191ABEE0862D0A52E3E197951C22D.jpg,零零无限,http://www.zerozero.cn,"['开脑洞', '快乐实习', '进步空间大', '工作环境佳', '办公气氛自由']",5天/周,​,成立日期：2015-10-12,通信/电子,不限,2018-06-01,"['零零无限科技由斯坦福博士于2014年创立，公司致力于运用先进的嵌入式人工智能技术打造世界顶尖的人工智能设备和解决方案。前两年，我们开发并推向市场了 HoverCamera 自拍无人机，一个非常有技术挑战、又很有趣很酷的产品。我们还有很多新的想法，想与你一起思考、探索、实现！', '该职位致力于革新所有和无人机相关的传统方法，包括但不限于：光流算法，数字稳像（EIS）算法，slam算法，无人机视觉壁障系统，3d重建算法，深度摄像头相关算法。和产品组一起挑全新的应用场景并解决相应的技术问题。', '\xa0', '\xa0', '本科及以上学历，接受18届在校生；', '在计算机视觉领域的某个方向有深入的研究及个人的见解，譬如，slam算法，光流算法， sfm算法， 3D重建算法， RGBD相关算法等等，有扎实的数学和计算机功底；', '至少精通一门编程语言：C/C++, java, python, matlab, R等均可;', '头脑灵活，有很强的学习能力和解决问题的能力；', '永远具有好奇心，为各种未知和挑战而兴奋 ;', '有在高质量期刊或平台发表过计算机视觉或者机器学习领域论文加分,有相关领域竞赛获奖者加分。', '一、卓越的成长环境和氛围', '对于零零，Leader 的职责除了推进项目，更有关注、并切实给身边小伙伴带来技术以及技术之外的成长； Leader 会负责定期 1-on-1 成长 review，复盘、讨论和总结进步和问题，并帮助落实下去。', '我们期望身边的每一个同事都能在工作中得到不断的成长；', '我们也努力给大家提供基础的培训，帮助大家了解各个领域的基础知识。', '二、宽松的创新环境', '作为一个以智能硬件为产品的公司，我们有很多有趣的 Topics 欢迎你来探索，视觉/AR/照片视频增强/飞控 等等。', '我们鼓励、支持有探索意愿的小伙伴努力并扎实地去展示和实现自己的想法，如果有遇到不熟悉的领域，我们团队全面的技术栈会帮助你上手并克服创新过程中的各种困难。', '三、有竞争力的薪酬，超赞的工作氛围和环境', '我们提供媲美名企的薪资股票期权，公司的快速发展也需要快速成长的骨干成员；我们提供极棒的办公环境和娱乐设施，精彩 Building 不断；', '我们摒除大公司的冗杂人事，扁平的组织架构，以保持快速沟通的做事方式，没有膨胀的 Title，没有客套的称呼，沟通合作简单而快乐。']",https://www.shixiseng.com/intern/inn_k4odgqpnz52a,计算机视觉算法工程师,50-150人,25小时前,算法,5个月,2018-03-21 15:04:13,150-250/天
注册资本：200 万元人民币,成都,公司类型：有限责任公司(自然人独资),成都通甲优博科技有限责任公司,组织机构代码：33192552-6,中国领先的计算机视觉科技公司,https://www.shixiseng.com/com/com_q2w55jdq4sfl,成都天府大道南段2039号天府菁蓉大厦6F,https://sxsimg.xiaoyuanzhao.com/94/71/94E204F82A96FCF53767E776AD0C8C71.png,通甲优博,http://www.topplusvision.com,"['办公氛围年轻', '期权', '零食无限', '初创企业', '提升空间大', '商业体检', '共同成长', '成长的好地方', '薪资还不错']",4天/周,​      成都通甲优博科技有限责任公司（Topplus）成立于2015年2月，是专注于计算机视觉和深度学习的人工智能创业公司，在计算机视觉、深度学习、增强现实等领域积累了丰富的算法研发能力和软硬件系统研发经验。   通甲优博目前致力于在手机3D摄像头软硬件方案和行业视觉解决方案等领域提供系统化的产品和服务。核心成员全部来自北大、上海交大、国防科大、电子科大、中科院等国内高校和科研院所，60%以上员工拥有硕士及以上学位，三分之一拥有海外学习和工作经历。          公司开发的TopGlasses虚拟眼镜试戴模块和TopUav®无人机视觉模块，拥有行业瞩目的市场占有率、技术含量和专利申请量，与高通、舜宇集团、淘宝天猫、中科创达、零度智控等企业建立了业务伙伴关系；2017年通甲优博向全球开发者和机构开放商用级人脸引擎 VOOME 的永久免费下载。         通甲优博成立以来，新申请国际、国内专利近200项，并连续作为VALSE 视觉与学习研讨会2016、2017年度铂金赞助商，和ACM图灵奖五十年中国大会的特邀赞助商，持续参与、支持计算机视觉与机器学习领域的各项顶级会议。欢迎心怀梦想，勇于拼搏的您，加入我们，与最顶尖的业界牛人并肩战斗！我们将为您提供：1)超出行业标准的薪资待遇；2)社保公积金、餐补、交通补贴、全勤奖、节日礼金等福利；3)双休、年休假、婚假等带薪假期；4)丰富多彩的team building活动；5)货真价实的期权激励计划；6)优秀的领导团队，丰富的客户资源；7)长期免费提供下午茶、咖啡、零食饮料等，开启吃货人生。招聘专线： 18583969320招聘邮箱： hr@topplusvision.com 微信公众号：通甲优博 请将简历以“应聘岗位+姓名”主题发送至我们，然后您只需要站在原地，我会马不停蹄找到您！,成立日期：2015-02-27,计算机/互联网,本科,2018-04-10,"['岗位职责：', '\u200b', '任职要求：', '1、本科及以上学历，专业不限，985/211院校毕业生优先；', '2、扎实的计算机视觉与深度学习算法基础，在目标检测、关键点定位、识别等计算机视觉领域任意一个方向有一定的研究基础；', '3、熟练使用Caffe、MxNet、Pytroch、TensorFlow等任意一种深度学习框架；', '4、熟练使用C/C++、Python或Matlab等编程语言；', '5、具备较强的学习能力和团队合作能力，良好的英文文献阅读能力；', '6、参加机器人/ACM/全国大学生数学建模竞赛/美国大学生数学建模竞赛或Kaggle等专业比赛中获得较好名次者优先；', '7、能保证每周工作四天以上。']",https://www.shixiseng.com/intern/inn_yvbifihq6lna,计算机视觉实习生,50-150人,25小时前,算法,7个月,2018-03-21 15:02:40,120-180/天
注册资本：22.3464万元人民币,北京,公司类型：有限责任公司(自然人投资或控股),凌上科技（北京）有限公司,注册号：110108021841843,一家专注专注机器视觉软硬件解决方案和产品研发的科技公司,https://www.shixiseng.com/com/com_slb0xdzavr3v,北京市海淀区成府路45号中关村智造大街D座,https://sxsimg.xiaoyuanzhao.com/5A/5B/5ABE27C5BE32747CAAF0ACC45D70C85B.png,凌上科技,,"['顶级VC投资', '买书免费', '150元/天', '工作有趣', '机器人机器视觉', '快速学东西']",4天/周,凌上科技是一家注册在清华科技园内的高科技创业公司，公司专注机器视觉软硬件解决方案和产品研发。公司创始团队有多年视觉从业经验，对行业有很深的理解。目前公司正处在上升期，期待更多优秀人才加入。,成立日期：2016-08-16,"计算机/互联网,电子",不限,2018-03-26,"['1.参与3D视觉相关算法的研发、优化等；', '2.参与公司现有视觉定位导航技术的优化、产品化等；', '3.参与SLAM机器人定位技术的研发等；']",https://www.shixiseng.com/intern/inn_zsekmucpixmm,计算机视觉工程师,少于15人,25小时前,算法,2个月,2018-03-21 14:40:27,150-260/天
注册资本：10 万元人民币,杭州,公司类型：私营有限责任公司(自然人控股或私营性质企业控股),杭州非白三维科技有限公司,注册号：330184000414715,全球领先的三维扫描自主研发和制造商,https://www.shixiseng.com/com/com_hcwhhdg5rwhg,杭州市余杭区中国（杭州）人工智能小镇8号楼502,https://sxsimg.xiaoyuanzhao.com/6B/96/6B8DFA07984DA06ABA771FBCFA838E96.png,非白三维,http://www.blackboxcv.com,"['美女帅哥', '集体出游', '带薪休假', '往返全包', 'B轮融资', '不定时下午茶', '创业型', '喵', '高逼格环境', '行业前沿']",5天/周,"
我们拥有改变世界的超能力，怎能忍受搬砖的苦逼3D扫描黑科技，与有情人做爱做的事，才能浪出新高潮跟很帅很粗的CEO吹牛逼跟颜值爆表的妹纸做P友跟很牛很浪的攻城狮们啃鸡架喝啤酒当周杰伦遇见方文山——交配交的人太重要我们的产品，有够硬！作为全球领先的三维扫描自主研发和制造商，讯点三维始终以领先的技术和尖端的产品为发展核心。从最早的消费级三维扫描系统起步，逐步研发推出了XD EYES系列人像三维扫描仪/三维运动补偿防抖动系统、工业级三维扫描仪系统，移动端三维扫描解决方案等产品。不仅填补了国内外多项技术空白，并成为全球同行业中领先企业。怎么做，你说了算，就怕你做到软钱好说，保你够硬不弯腰，站着就把钱挣了！票子比脸皮还厚：月薪10K起，期权喂饱你，提成让你爽妹子胸大有脑：我们不只有3D，更有36D扁平化管理：谁在上面不重要，跟谁一起做更重要极客乐园：水果+下午茶+懒人沙发+新款 iMac+年度旅游+带薪假…还要更多？等你来提！希望尽快入职，可以安排生活所需。
",成立日期：2015-11-27,"计算机/互联网,通信",硕士,2018-03-29,"['一、岗位职责', '1.', '2.', '3.', '4.', '二、任职要求', '1.', '2.', '3.', '4.', '5.', '6.']",https://www.shixiseng.com/intern/inn_mp1kioueiiu6,数学算法工程师,15-50人,25小时前,算法,6个月,2018-03-21 14:37:33,250-300/天
注册资本：10 万元人民币,杭州,公司类型：私营有限责任公司(自然人控股或私营性质企业控股),杭州非白三维科技有限公司,注册号：330184000414715,全球领先的三维扫描自主研发和制造商,https://www.shixiseng.com/com/com_hcwhhdg5rwhg,余杭区良睦路1399号梦想小镇,https://sxsimg.xiaoyuanzhao.com/6B/96/6B8DFA07984DA06ABA771FBCFA838E96.png,非白三维,http://www.blackboxcv.com,"['美女帅哥', '集体出游', '带薪休假', '往返全包', 'B轮融资', '不定时下午茶', '创业型', '喵', '高逼格环境', '行业前沿']",5天/周,"
我们拥有改变世界的超能力，怎能忍受搬砖的苦逼3D扫描黑科技，与有情人做爱做的事，才能浪出新高潮跟很帅很粗的CEO吹牛逼跟颜值爆表的妹纸做P友跟很牛很浪的攻城狮们啃鸡架喝啤酒当周杰伦遇见方文山——交配交的人太重要我们的产品，有够硬！作为全球领先的三维扫描自主研发和制造商，讯点三维始终以领先的技术和尖端的产品为发展核心。从最早的消费级三维扫描系统起步，逐步研发推出了XD EYES系列人像三维扫描仪/三维运动补偿防抖动系统、工业级三维扫描仪系统，移动端三维扫描解决方案等产品。不仅填补了国内外多项技术空白，并成为全球同行业中领先企业。怎么做，你说了算，就怕你做到软钱好说，保你够硬不弯腰，站着就把钱挣了！票子比脸皮还厚：月薪10K起，期权喂饱你，提成让你爽妹子胸大有脑：我们不只有3D，更有36D扁平化管理：谁在上面不重要，跟谁一起做更重要极客乐园：水果+下午茶+懒人沙发+新款 iMac+年度旅游+带薪假…还要更多？等你来提！希望尽快入职，可以安排生活所需。
",成立日期：2015-11-27,"计算机/互联网,通信",本科,2018-03-29,"['岗位职责：', '1.公司产品开发；', '2.针对2D、3D激光的相关处理算法设计；', '3.熟悉计算机视觉方面研究工作；', '4.编写相关程序；', '5.完成产品设计文档；', '6.设计产品功能测试；', '7.掌握激光测量原理，具有相关应用工作经验一年以上优先；', '8.能够独立编写测量方面的软件算法或使用相关开发库做应用；', '任职要求：', '1.熟悉激光数据处理算法；', '2.熟练运用C/C++对2D、3D激光数据的处理进行编程；', '3、2年以上激光数据识别算法开发经验或相关工作经验优先；', '4、能熟练运用PCL库进行3D数据处理优先；', '5、熟悉3D点云数据处理的常用算法；\xa0', '6、实现过基于多线激光点云数据的目标识别与跟踪程序的优先']",https://www.shixiseng.com/intern/inn_tngqp2afn9dt,高级激光点云后处理工程师,15-50人,25小时前,算法,3个月,2018-03-21 14:37:31,200-300/天
注册资本：10 万元人民币,杭州,公司类型：私营有限责任公司(自然人控股或私营性质企业控股),杭州非白三维科技有限公司,注册号：330184000414715,全球领先的三维扫描自主研发和制造商,https://www.shixiseng.com/com/com_hcwhhdg5rwhg,余杭区良睦路1399号梦想小镇,https://sxsimg.xiaoyuanzhao.com/6B/96/6B8DFA07984DA06ABA771FBCFA838E96.png,非白三维,http://www.blackboxcv.com,"['美女帅哥', '集体出游', '带薪休假', '往返全包', 'B轮融资', '不定时下午茶', '创业型', '喵', '高逼格环境', '行业前沿']",5天/周,"
我们拥有改变世界的超能力，怎能忍受搬砖的苦逼3D扫描黑科技，与有情人做爱做的事，才能浪出新高潮跟很帅很粗的CEO吹牛逼跟颜值爆表的妹纸做P友跟很牛很浪的攻城狮们啃鸡架喝啤酒当周杰伦遇见方文山——交配交的人太重要我们的产品，有够硬！作为全球领先的三维扫描自主研发和制造商，讯点三维始终以领先的技术和尖端的产品为发展核心。从最早的消费级三维扫描系统起步，逐步研发推出了XD EYES系列人像三维扫描仪/三维运动补偿防抖动系统、工业级三维扫描仪系统，移动端三维扫描解决方案等产品。不仅填补了国内外多项技术空白，并成为全球同行业中领先企业。怎么做，你说了算，就怕你做到软钱好说，保你够硬不弯腰，站着就把钱挣了！票子比脸皮还厚：月薪10K起，期权喂饱你，提成让你爽妹子胸大有脑：我们不只有3D，更有36D扁平化管理：谁在上面不重要，跟谁一起做更重要极客乐园：水果+下午茶+懒人沙发+新款 iMac+年度旅游+带薪假…还要更多？等你来提！希望尽快入职，可以安排生活所需。
",成立日期：2015-11-27,"计算机/互联网,通信",本科,2018-03-29,"['岗位职责：', '1.公司产品开发；', '2.针对2D、3D激光的相关处理算法设计；', '3.熟悉计算机视觉方面研究工作；', '4.编写相关程序；', '5.完成产品设计文档；', '6.设计产品功能测试；', '7.掌握激光测量原理，具有相关应用经验一年以上优先；', '8.能够独立编写测量方面的软件算法或使用相关开发库做应用；', '任职要求：\xa0', '1.熟悉激光数据处理算法；', '2.熟练运用C/C++对2D、3D激光数据的处理进行编程；', '3、有激光数据识别算法开发经验或相关工作经验优先', '4、能熟练运用PCL库进行3D数据处理优先；', '5、熟悉3D点云数据处理的常用算法；', '6、实现过基于多线激光点云数据的目标识别与跟踪程序的优先']",https://www.shixiseng.com/intern/inn_id4pwxg6hnad,激光点云开发工程师,15-50人,25小时前,算法,3个月,2018-03-21 14:37:30,200-300/天
注册资本：10 万元人民币,杭州,公司类型：私营有限责任公司(自然人控股或私营性质企业控股),杭州非白三维科技有限公司,注册号：330184000414715,全球领先的三维扫描自主研发和制造商,https://www.shixiseng.com/com/com_hcwhhdg5rwhg,余杭区良睦路1399号梦想小镇,https://sxsimg.xiaoyuanzhao.com/6B/96/6B8DFA07984DA06ABA771FBCFA838E96.png,非白三维,http://www.blackboxcv.com,"['美女帅哥', '集体出游', '带薪休假', '往返全包', 'B轮融资', '不定时下午茶', '创业型', '喵', '高逼格环境', '行业前沿']",5天/周,"
我们拥有改变世界的超能力，怎能忍受搬砖的苦逼3D扫描黑科技，与有情人做爱做的事，才能浪出新高潮跟很帅很粗的CEO吹牛逼跟颜值爆表的妹纸做P友跟很牛很浪的攻城狮们啃鸡架喝啤酒当周杰伦遇见方文山——交配交的人太重要我们的产品，有够硬！作为全球领先的三维扫描自主研发和制造商，讯点三维始终以领先的技术和尖端的产品为发展核心。从最早的消费级三维扫描系统起步，逐步研发推出了XD EYES系列人像三维扫描仪/三维运动补偿防抖动系统、工业级三维扫描仪系统，移动端三维扫描解决方案等产品。不仅填补了国内外多项技术空白，并成为全球同行业中领先企业。怎么做，你说了算，就怕你做到软钱好说，保你够硬不弯腰，站着就把钱挣了！票子比脸皮还厚：月薪10K起，期权喂饱你，提成让你爽妹子胸大有脑：我们不只有3D，更有36D扁平化管理：谁在上面不重要，跟谁一起做更重要极客乐园：水果+下午茶+懒人沙发+新款 iMac+年度旅游+带薪假…还要更多？等你来提！希望尽快入职，可以安排生活所需。
",成立日期：2015-11-27,"计算机/互联网,通信",本科,2018-03-29,"['岗位职责', '1.编写相关程序；', '2.设计产品功能测试；', '3.负责三维激光点云数据处理软件界面和其他基本功能的开发；', '4.负责三维激光点云系统技术文档的编写；', '5.三维获取处理方向：如研发3D数据的处理分析技术，如去噪、平滑、重建等。', '6.负责三维激光点云数据建模功能模块的开发与维护；', '任职要求', '1、计算机视觉、图形学、数学等相关专业；', '2.熟悉C++语言，具备良好的程序开发习惯；', '3.熟悉3D图形学、PCL库', '4. 熟悉计算机视觉方面研究工作；', '5.工作经验不限']",https://www.shixiseng.com/intern/inn_nam9lau1z68o,三维点云处理工程师,15-50人,25小时前,算法,3个月,2018-03-21 14:37:19,200-300/天
注册资本：7000 万元,北京,公司类型：有限责任公司(自然人投资或控股),北京经纬恒润科技有限公司,组织机构代码：75466887-5,为用户提供研发工具环境、咨询服务及项目开发的高科技服务公司,https://www.shixiseng.com/com/com_jddvbhsuha7c,北京市海淀区学知春路7号致真大厦5-10层（西土城地铁站A口出）,https://sxsimg.xiaoyuanzhao.com/96/32/96F9F2FDDB0FDD57D00C48729C68E532.jpg,恒润科技,http://www.hirain.com/,"['五天制', '招聘实习生']",3天/周,       恒润科技在管理上倡导“民主+科学”的企业文化，鼓励员工发挥其主动性、创造性，在公司内部营造积极进取、严谨务实的工作氛围。在这里，我们创造了一个轻松协作、积极参与的环境；在这里，我们营造一个活泼奋进、永葆激情的氛围；在这里，我们鼓励创新精神，提倡平等交流；在这里，我们重视团队合作，注重个人发展。,成立日期：2003-09-18,"通信/电子,制造",硕士,2018-04-20,['岗位职责'],https://www.shixiseng.com/intern/inn_cabhn15z58vr,整车控制算法实习生,500-2000人,25小时前,算法,7个月,2018-03-21 14:36:40,140-199/天
注册资本：10 万元人民币,杭州,公司类型：私营有限责任公司(自然人控股或私营性质企业控股),杭州非白三维科技有限公司,注册号：330184000414715,全球领先的三维扫描自主研发和制造商,https://www.shixiseng.com/com/com_hcwhhdg5rwhg,余杭区良睦路1399号梦想小镇,https://sxsimg.xiaoyuanzhao.com/6B/96/6B8DFA07984DA06ABA771FBCFA838E96.png,非白三维,http://www.blackboxcv.com,"['美女帅哥', '集体出游', '带薪休假', '往返全包', 'B轮融资', '不定时下午茶', '创业型', '喵', '高逼格环境', '行业前沿']",5天/周,"
我们拥有改变世界的超能力，怎能忍受搬砖的苦逼3D扫描黑科技，与有情人做爱做的事，才能浪出新高潮跟很帅很粗的CEO吹牛逼跟颜值爆表的妹纸做P友跟很牛很浪的攻城狮们啃鸡架喝啤酒当周杰伦遇见方文山——交配交的人太重要我们的产品，有够硬！作为全球领先的三维扫描自主研发和制造商，讯点三维始终以领先的技术和尖端的产品为发展核心。从最早的消费级三维扫描系统起步，逐步研发推出了XD EYES系列人像三维扫描仪/三维运动补偿防抖动系统、工业级三维扫描仪系统，移动端三维扫描解决方案等产品。不仅填补了国内外多项技术空白，并成为全球同行业中领先企业。怎么做，你说了算，就怕你做到软钱好说，保你够硬不弯腰，站着就把钱挣了！票子比脸皮还厚：月薪10K起，期权喂饱你，提成让你爽妹子胸大有脑：我们不只有3D，更有36D扁平化管理：谁在上面不重要，跟谁一起做更重要极客乐园：水果+下午茶+懒人沙发+新款 iMac+年度旅游+带薪假…还要更多？等你来提！希望尽快入职，可以安排生活所需。
",成立日期：2015-11-27,"计算机/互联网,通信",本科,2018-03-29,"['岗位职责：', '1.负责三维扫描仪产品的算法开发与维护', '2.负责三维点云重建算法开发与维护', '3.负责相机标定相关算法开发与维护', '任职要求：', '1.熟悉立体视觉三维重建技术及相关代码的编写', '2.具有较强的图像处理和计算机视觉理论基础，熟悉计算机视觉多视几何相关知识，stereomatch、SFM、SLAM等', '3.两年以上C++使用经验优先，熟练使用opencv或Halcon', '4.熟悉常用特征点匹配akaze，sift，orb等；深厚的数学功底与算法理论研究能力', '5.接受实习']",https://www.shixiseng.com/intern/inn_zcnshcp6wsyl,算法工程师（三维重建方向）,15-50人,25小时前,算法,3个月,2018-03-21 14:35:35,200-300/天
注册资本：10 万元人民币,杭州,公司类型：私营有限责任公司(自然人控股或私营性质企业控股),杭州非白三维科技有限公司,注册号：330184000414715,全球领先的三维扫描自主研发和制造商,https://www.shixiseng.com/com/com_hcwhhdg5rwhg,余杭区良睦路1399号梦想小镇2号楼301-303,https://sxsimg.xiaoyuanzhao.com/6B/96/6B8DFA07984DA06ABA771FBCFA838E96.png,非白三维,http://www.blackboxcv.com,"['美女帅哥', '集体出游', '带薪休假', '往返全包', 'B轮融资', '不定时下午茶', '创业型', '喵', '高逼格环境', '行业前沿']",5天/周,"
我们拥有改变世界的超能力，怎能忍受搬砖的苦逼3D扫描黑科技，与有情人做爱做的事，才能浪出新高潮跟很帅很粗的CEO吹牛逼跟颜值爆表的妹纸做P友跟很牛很浪的攻城狮们啃鸡架喝啤酒当周杰伦遇见方文山——交配交的人太重要我们的产品，有够硬！作为全球领先的三维扫描自主研发和制造商，讯点三维始终以领先的技术和尖端的产品为发展核心。从最早的消费级三维扫描系统起步，逐步研发推出了XD EYES系列人像三维扫描仪/三维运动补偿防抖动系统、工业级三维扫描仪系统，移动端三维扫描解决方案等产品。不仅填补了国内外多项技术空白，并成为全球同行业中领先企业。怎么做，你说了算，就怕你做到软钱好说，保你够硬不弯腰，站着就把钱挣了！票子比脸皮还厚：月薪10K起，期权喂饱你，提成让你爽妹子胸大有脑：我们不只有3D，更有36D扁平化管理：谁在上面不重要，跟谁一起做更重要极客乐园：水果+下午茶+懒人沙发+新款 iMac+年度旅游+带薪假…还要更多？等你来提！希望尽快入职，可以安排生活所需。
",成立日期：2015-11-27,"计算机/互联网,通信",硕士,2018-03-29,"['4.本岗位要求全职实习，实习时间能够保证半年及以上优先；', '5.英文阅读能力优秀，能直接阅读英文文献；']",https://www.shixiseng.com/intern/inn_wqk7tprvsfy5,数学算法工程师,15-50人,25小时前,算法,6个月,2018-03-21 14:35:33,250-300/天
注册资本：10 万元人民币,杭州,公司类型：私营有限责任公司(自然人控股或私营性质企业控股),杭州非白三维科技有限公司,注册号：330184000414715,全球领先的三维扫描自主研发和制造商,https://www.shixiseng.com/com/com_hcwhhdg5rwhg,余杭区良睦路1399号梦想小镇,https://sxsimg.xiaoyuanzhao.com/6B/96/6B8DFA07984DA06ABA771FBCFA838E96.png,非白三维,http://www.blackboxcv.com,"['美女帅哥', '集体出游', '带薪休假', '往返全包', 'B轮融资', '不定时下午茶', '创业型', '喵', '高逼格环境', '行业前沿']",5天/周,"
我们拥有改变世界的超能力，怎能忍受搬砖的苦逼3D扫描黑科技，与有情人做爱做的事，才能浪出新高潮跟很帅很粗的CEO吹牛逼跟颜值爆表的妹纸做P友跟很牛很浪的攻城狮们啃鸡架喝啤酒当周杰伦遇见方文山——交配交的人太重要我们的产品，有够硬！作为全球领先的三维扫描自主研发和制造商，讯点三维始终以领先的技术和尖端的产品为发展核心。从最早的消费级三维扫描系统起步，逐步研发推出了XD EYES系列人像三维扫描仪/三维运动补偿防抖动系统、工业级三维扫描仪系统，移动端三维扫描解决方案等产品。不仅填补了国内外多项技术空白，并成为全球同行业中领先企业。怎么做，你说了算，就怕你做到软钱好说，保你够硬不弯腰，站着就把钱挣了！票子比脸皮还厚：月薪10K起，期权喂饱你，提成让你爽妹子胸大有脑：我们不只有3D，更有36D扁平化管理：谁在上面不重要，跟谁一起做更重要极客乐园：水果+下午茶+懒人沙发+新款 iMac+年度旅游+带薪假…还要更多？等你来提！希望尽快入职，可以安排生活所需。
",成立日期：2015-11-27,"计算机/互联网,通信",本科,2018-03-29,"['岗位职责：', '任职要求：']",https://www.shixiseng.com/intern/inn_tim1khfdr5d5,图像算法工程师（识别跟踪）,15-50人,25小时前,算法,18个月,2018-03-21 14:34:31,200-300/天
注册资本：8000万元美元,北京,公司类型：有限责任公司(台港澳与外国投资者合资),问众智能信息科技（北京）有限公司,统一社会信用代码：91110108MA00DKJ2XA,致力于研发并应用车载人工智能技术,https://www.shixiseng.com/com/com_jhdntlwqljqe,北京市新中关购物中心写字楼A座7层,https://sxsimg.xiaoyuanzhao.com/53/A7/53DDB15B07539A40842A2D05C2C53CA7.jpg,问众智能,,"['高速发展', '创业', '办公室氛围好', '硅谷文化']",4天/周,问众智能信息科技（北京）有限公司成立于2017年4月17日，是由大众汽车集团与人工智能公司出门问问共同出资8000万美金成立的一家汽车人工智能企业。我们的使命是用人工智能重塑汽车行业，不断用更好的产品和体验改变每个人的生活。问众智能将开展人工智能技术的研发并将其应用于汽车行，致力于研发并应用车载人工智能技术。公司将同时继承出门问问母公司在人工智能领域的技术积累和研发实力，以及大众汽车中国母公司在汽车和移动领域的产品市场化能力及品牌渠道积累。,成立日期：2017-04-17,计算机/互联网,硕士,2018-04-20,"['职位描述：', '负责语音识别相关算法的研究，（如语音前端处理、声学模型训练、语言模型训练、构图、解码器）； ', '参与语音技术及产品相关的研发工作', '语音识别、语音合成、音频信号处理等', '，参与到车载智能语音产品研发项目中；', '跟踪国内外最新的语音识别相关先进技术；', '任职要求：', '硕士在读及以上学历，熟悉经典数据结构和算法，语音识别与语音信号处理专业优先；', '有算法研究背景经验，对语音识别有较深入理解；有语音信号增强、降噪、', '、', '、说话人分离经验者优先；', '在信号处理、声学建模、语言建模、解码器等一个或多个方面有较深入研究；', '有良好的', '或', '语言编程经验，熟悉', '操作系统，有使用', '等脚本语言的实际经验；']",https://www.shixiseng.com/intern/inn_kpozfgo5e24d,音频算法实习生,15-50人,25小时前,算法,3个月,2018-03-21 14:31:03,240-480/天
