_id,bathroom_num,bedroom_num,bizcircle_name,city,dist,distance,frame_orientation,hall_num,house_tag,house_title,latitude,layout,longitude,m_url,rent_area,rent_price_listing,rent_price_unit,resblock_name,type
5c71563f397be4c5251a9257,2,4,大兴其它,北京,大兴,,南 北,2,集中供暖,格林云墅 4室2厅 4500元,39.714557,4室2厅2卫,116.407943,https://m.lianjia.com/chuzu/bj/zufang/BJ2135444498372116480.html,138,4500,元/月,格林云墅,整租
5c715803397be4c5251a994d,1,3,长阳,北京,房山,,南 北,1,精装 集中供暖 随时看房,整租 · 首创新悦都 3室1厅 4000元,39.778845,3室1厅1卫,116.192392,https://m.lianjia.com/chuzu/bj/zufang/BJ2163171600340623360.html,88,4000,元/月,首创新悦都,整租
5c71419e397be4c5251a3530,1,3,小西天,北京,海淀,,南 西,2,精装 集中供暖,整租 · 红联北村 3室2厅 9500元,39.960581,3室2厅1卫,116.365812,https://m.lianjia.com/chuzu/bj/zufang/BJ2191798570435485696.html,84,9500,元/月,红联北村,整租
5c714311397be4c5251a3c5a,1,2,清河,北京,海淀,,南 北,1,集中供暖 随时看房,整租 ·   宝盛里正规两居室 拎包入住 随时可看,40.042102,2室1厅1卫,116.37555,https://m.lianjia.com/chuzu/bj/zufang/BJ2178698565135122432.html,72,5700,元/月,宝盛里,整租
5c715e5a397be4c5251aa879,1,2,滨河西区,北京,门头沟,,南 北,2,新上 随时看房,倚山嘉园 2室2厅 3000元,39.934504,2室2厅1卫,116.119651,https://m.lianjia.com/chuzu/bj/zufang/BJ2163164671182643200.html,100,3000,元/月,倚山嘉园,整租
5c714923397be4c5251a5962,1,1,马家堡,北京,丰台,2,北,0,近地铁 集中供暖 随时看房,整租 · 地铁4号线公益西桥站房屋 业主诚心出租,39.842419,1房间1卫,116.37785,https://m.lianjia.com/chuzu/bj/zufang/BJ2152780715672993792.html,54,5200,元/月,东亚三环,整租
5c7145fe397be4c5251a4a18,1,2,蒲黄榆,北京,丰台,421,西 北,1,近地铁 精装 集中供暖 随时看房,整租 · 刘家窑东里精装修两居室，诚心出租，看房方便,39.867648,2室1厅1卫,116.426617,https://m.lianjia.com/chuzu/bj/zufang/BJ2155592667436679168.html,62,5800,元/月,刘家窑东里,整租
5c714ff0397be4c5251a7a74,1,2,回龙观,北京,昌平,652,南 北,1,近地铁 新上,整租 · 龙回苑 2室1厅 6000元,40.093821,2室1厅1卫,116.351869,https://m.lianjia.com/chuzu/bj/zufang/BJ2196802514400321536.html,155,6000,元/月,龙回苑,整租
5c7128a2397be4c52519fe06,1,2,阜成门,北京,西城,3,东 西,1,近地铁 集中供暖 随时看房,整租 ·   展览馆路，干净便宜两居，楼层低，适合一家人,39.931197,2室1厅1卫,116.351337,https://m.lianjia.com/chuzu/bj/zufang/BJ2169280174947319808.html,65,7500,元/月,展览路,整租
5c714896397be4c5251a56b3,1,2,北大地,北京,丰台,,东 南 西,1,精装 集中供暖 随时看房,整租 ·   北大地福顺里正规两居室看房随时，拎包入住,39.853268,2室1厅1卫,116.287131,https://m.lianjia.com/chuzu/bj/zufang/BJ2164344463600648192.html,82,6000,元/月,福顺里,整租
5c711af3397be4c52519f1af,1,3,建国门内,北京,东城,375,东 西,1,近地铁 集中供暖 随时看房,东堂子胡同 3室1厅 11000元,39.920429,3室1厅1卫,116.432287,https://m.lianjia.com/chuzu/bj/zufang/BJ2148583357431693312.html,67,11000,元/月,东堂子胡同,整租
5c71517f397be4c5251a81fc,2,3,北七家,北京,昌平,,南 北,2,集中供暖 双卫生间 随时看房,整租 · 北亚花园 三室两厅 家具家电齐全 看房随时 5000元,40.135623,3室2厅2卫,116.428411,https://m.lianjia.com/chuzu/bj/zufang/BJ2157857597712515072.html,130,4800,元/月,北亚花园,整租
5c715e4b397be4c5251aa821,1,3,滨河西区,北京,门头沟,,南 北,1,集中供暖 新上,整租 · 绮霞苑 3室1厅 5500元,39.939762,3室1厅1卫,116.121964,https://m.lianjia.com/chuzu/bj/zufang/BJ2191780242442420224.html,117,5500,元/月,绮霞苑,整租
5c71491a397be4c5251a593b,2,3,丰台其它,北京,丰台,496,南 北,1,近地铁 精装 集中供暖 双卫生间,整租 · 丰台区西山甲一号 精装空房三居两卫 看房提前约,39.866759,3室1厅2卫,116.193066,https://m.lianjia.com/chuzu/bj/zufang/BJ2148485351436451840.html,115,7500,元/月,西山甲一号,整租
5c715847397be4c5251a9a7d,3,4,亦庄,北京,亦庄开发区,783,南 北,2,集中供暖,整租 · 境界 4室2厅 20000元,39.80248,4室2厅3卫,116.492288,https://m.lianjia.com/chuzu/bj/zufang/BJ2125935984729669632.html,211,20000,元/月,境界,整租
5c715d63397be4c5251aa5bd,1,3,良乡,北京,房山,,南 北,1,精装 集中供暖,整租 ·   文化路社区 四层 三居 业主诚租,39.741485,3室1厅1卫,116.150848,https://m.lianjia.com/chuzu/bj/zufang/BJ2165692920299266048.html,68,4000,元/月,文化路社区,整租
5c71530c397be4c5251a8978,1,2,高米店南,北京,大兴,,南 北,1,精装 集中供暖,整租 ·   金地仰山 自如装修两居 精装全齐 拎包入住随时看房,39.770087,2室1厅1卫,116.318055,https://m.lianjia.com/chuzu/bj/zufang/BJ2191926611387875328.html,87,5200,元/月,金地仰山,整租
5c72b6b5397be4c5251e42a0,1,1,劲松,北京,朝阳,136,北,0,近地铁 随时看房,富顿办公开间  劲松地铁口  诚意出租,39.891382,1室0厅1卫,116.469439,https://m.lianjia.com/chuzu/bj/zufang/BJ2171053168409190400.html,38,6200,元/月,富顿,整租
5c712934397be4c52519fec2,1,2,马甸,北京,朝阳,474,南,1,近地铁 集中供暖 新上,整租 · 裕中西里 2室1厅 7500元,39.978742,2室1厅1卫,116.39145,https://m.lianjia.com/chuzu/bj/zufang/BJ2197673494677037056.html,50,7500,元/月,裕中西里,整租
5c71409a397be4c5251a302e,1,2,小西天,北京,海淀,807,南,1,近地铁 集中供暖 随时看房,志强北园 2室1厅 4200元,39.958962,2室1厅1卫,116.372382,https://m.lianjia.com/chuzu/bj/zufang/BJ2163792109013049344.html,53,4200,元/月,志强北园,整租
5c712469397be4c52519f888,1,1,东直门,北京,朝阳,604,南,1,近地铁 集中供暖 新上,万国城MOMA 1室1厅 15000元,39.954789,1室1厅1卫,116.444857,https://m.lianjia.com/chuzu/bj/zufang/BJ2195542097870987264.html,91,15000,元/月,万国城MOMA,整租
5c72b02e397be4c5251e3289,1,2,常营,北京,朝阳,469,南 北,1,近地铁 新上,北辰福第二号院 2室1厅 8000元,39.936064,2室1厅1卫,116.608355,https://m.lianjia.com/chuzu/bj/zufang/BJ2193270512208322560.html,87,8000,元/月,北辰福第二号院,整租
5c72b532397be4c5251e3ea7,1,1,欢乐谷,北京,朝阳,241,西,1,近地铁 集中供暖 新上,整租 ·   华侨城诚意出租一居室，看房方便，随时约看,39.874885,1室1厅1卫,116.509448,https://m.lianjia.com/chuzu/bj/zufang/BJ2194745422953070592.html,64,7200,元/月,北京华侨城1号院,整租
5c714f55397be4c5251a776d,1,1,九棵树(家乐福),北京,通州,672,南,1,近地铁 集中供暖,整租 · 蓝调沙龙东区 1室1厅 4300元,39.8932,1室1厅1卫,116.658104,https://m.lianjia.com/chuzu/bj/zufang/BJ2193471902092640256.html,61,4300,元/月,蓝调沙龙东区,整租
5c715d61397be4c5251aa5b6,1,2,良乡,北京,房山,,南 北,1,集中供暖 随时看房,整租 ·   中楼层 两居室 家具家电齐全，可随时入住,39.742294,2室1厅1卫,116.15082,https://m.lianjia.com/chuzu/bj/zufang/BJ2164457693132365824.html,59,2200,元/月,北关东路社区,整租
5c714980397be4c5251a5b38,2,2,马家堡,北京,丰台,804,南,1,近地铁 集中供暖,蓝光云鼎 3房间2卫 9000元 复式,39.841379,3房间2卫,116.385769,https://m.lianjia.com/chuzu/bj/zufang/BJ2138420316601589760.html,54,9000,元/月,蓝光云鼎,整租
5c72b6a6397be4c5251e426e,1,2,劲松,北京,朝阳,160,南 西,1,近地铁 精装 集中供暖 随时看房,整租 ·   劲松精装两居    新装修木地板,39.88768,2室1厅1卫,116.472064,https://m.lianjia.com/chuzu/bj/zufang/BJ2166584132807958528.html,62,6500,元/月,农光里,整租
5c713145397be4c5251a080b,1,2,华威桥,北京,朝阳,724,东 西,1,近地铁 精装 集中供暖 随时看房,整租 · 南新园小区板楼东西通透两居室，精装修，随时能住,39.874867,2室1厅1卫,116.481385,https://m.lianjia.com/chuzu/bj/zufang/BJ2090958140790284288.html,69,6200,元/月,南新园,整租
5c72b8e4397be4c5251e4809,1,3,石佛营,北京,朝阳,,西北,1,集中供暖 随时看房,整租 · 日月东华 3室1厅 9000元,39.938707,3室1厅1卫,116.511523,https://m.lianjia.com/chuzu/bj/zufang/BJ2150655489493975040.html,122,9000,元/月,日月东华,整租
5c714443397be4c5251a420b,1,2,皂君庙,北京,海淀,,南 北,1,精装 集中供暖,整租 · 皂君庙14号院精装两居室 看房方便 拎包入住,39.966944,2室1厅1卫,116.344572,https://m.lianjia.com/chuzu/bj/zufang/BJ2136763408177954816.html,75,9000,元/月,皂君庙14号院,整租
5c7143e6397be4c5251a405a,2,3,五棵松,北京,海淀,1036,南 北,1,精装 集中供暖 双卫生间 随时看房,整租 · 紫金长安 3室1厅 22000元,39.923448,3室1厅2卫,116.289102,https://m.lianjia.com/chuzu/bj/zufang/BJ2127279550584340480.html,159,22000,元/月,紫金长安,整租
5c712e00397be4c5251a0220,1,1,六铺炕,北京,西城,,东,1,集中供暖,盛晖嘉园 1室1厅 7800元,39.965854,1室1厅1卫,116.388606,https://m.lianjia.com/chuzu/bj/zufang/BJ2166359427450404864.html,62,7800,元/月,盛晖嘉园,整租
5c71376c397be4c5251a1bad,1,1,管庄,北京,朝阳,568,南,1,近地铁 精装 集中供暖 随时看房,整租 ·   管庄地铁 集中供暖 拎包入住 看房方便,39.919667,1室1厅1卫,116.603501,https://m.lianjia.com/chuzu/bj/zufang/BJ2153545642000261120.html,55,4700,元/月,京通苑,整租
5c714c13397be4c5251a67a1,1,1,临河里,北京,通州,,南,1,集中供暖 随时看房,久居雅园正规南向一居室  看房随时,39.875612,1室1厅1卫,116.676119,https://m.lianjia.com/chuzu/bj/zufang/BJ2190493835237531648.html,67,3800,元/月,久居雅园,整租
5c715615397be4c5251a91d2,1,1,黄村中,北京,大兴,331,北,0,近地铁 集中供暖,清澄名苑北区 1室0厅 3700元,39.744008,1室0厅1卫,116.334907,https://m.lianjia.com/chuzu/bj/zufang/BJ2163605070468890624.html,47,3700,元/月,清澄名苑北区,整租
5c7159d6397be4c5251a9ff2,1,3,顺义城,北京,顺义,,南 北,1,精装 集中供暖,整租 · 石园南区，精装3居，拎包入住，业主诚租,40.113345,3室1厅1卫,116.668841,https://m.lianjia.com/chuzu/bj/zufang/BJ2105049156149592064.html,100,4000,元/月,石园南区,整租
5c712328397be4c52519f703,5,4,工体,北京,朝阳,712,南 北,2,近地铁 精装 集中供暖,整租 · 海晟名苑南区高楼层南北通透四居,39.94387,4室2厅5卫,116.447783,https://m.lianjia.com/chuzu/bj/zufang/BJ2151190663155425280.html,243,42000,元/月,海晟名苑南区,整租
5c714a55397be4c5251a5f27,1,2,鲁谷,北京,石景山,636,西北,1,近地铁 集中供暖 新上 随时看房,整租 · 远景阁 明厨明卫两居室出租 看房随时,39.906426,2室1厅1卫,116.247008,https://m.lianjia.com/chuzu/bj/zufang/BJ2196131550188273664.html,101,8000,元/月,远洋山水,整租
5c7159fb397be4c5251aa007,1,3,李桥,北京,顺义,,南 北,1,随时看房,整租 · 樱花园一区三居室，双卧朝南&amp;middot;&amp;middot;,40.031531,3室1厅1卫,116.636725,https://m.lianjia.com/chuzu/bj/zufang/BJ2116680641666875392.html,103,3000,元/月,樱花园一区,整租
5c714dc7397be4c5251a6fe3,1,2,九棵树(家乐福),北京,通州,,南 北,2,集中供暖 随时看房,靓景明居 2室2厅 5200元,39.889841,2室2厅1卫,116.643924,https://m.lianjia.com/chuzu/bj/zufang/BJ2173603411516194816.html,109,5200,元/月,靓景明居,整租
5c714108397be4c5251a3257,1,2,军博,北京,海淀,437,南 北,1,近地铁 集中供暖,水科院 2室1厅 7200元,39.915591,2室1厅1卫,116.337752,https://m.lianjia.com/chuzu/bj/zufang/BJ2115183990075039744.html,56,7200,元/月,水科院,整租
5c71432c397be4c5251a3cdb,0,1,中关村,北京,海淀,,西,1,,世纪科贸大厦 1室1厅 15000元,39.990459,1室1厅0卫,116.340636,https://m.lianjia.com/chuzu/bj/zufang/BJ2193334276551360512.html,80,15000,元/月,世纪科贸大厦,整租
5c7159a9397be4c5251a9f65,1,3,顺义城,北京,顺义,,南 北,1,集中供暖 随时看房,整租 ·   裕龙四区，正规三居室，可拎包入住,40.127539,3室1厅1卫,116.678491,https://m.lianjia.com/chuzu/bj/zufang/BJ2171703075251683328.html,106,5000,元/月,裕龙四区,整租
5c715098397be4c5251a7d8f,1,3,东关,北京,昌平,,南 北,1,集中供暖 随时看房,整租 · 京科苑 南北通透三居室 生活所需齐全 随时看房,40.216336,3室1厅1卫,116.254212,https://m.lianjia.com/chuzu/bj/zufang/BJ2133196810284433408.html,106,4700,元/月,京科苑,整租
5c7134ff397be4c5251a15b7,2,3,奥林匹克公园,北京,朝阳,295,西南,2,近地铁 精装 双卫生间 随时看房,整租 · 天畅园 3室2厅 17000元,40.03926,3室2厅2卫,116.422621,https://m.lianjia.com/chuzu/bj/zufang/BJ2085246104190066688.html,183,17000,元/月,天畅园,整租
5c715d31397be4c5251aa560,1,1,良乡,北京,房山,505,北,1,近地铁 集中供暖 随时看房,整租 · 近地铁   出行方便     家具齐全 跃层,39.728172,2房间1卫,116.175752,https://m.lianjia.com/chuzu/bj/zufang/BJ2146886394847428608.html,31,2600,元/月,旭辉E天地,整租
5c72b442397be4c5251e3c65,3,2,工体,北京,朝阳,821,东北,1,近地铁 精装 集中供暖 随时看房,整租 · 屯三里 3房间3卫 30000元 跃层,39.94065,3房间3卫,116.451076,https://m.lianjia.com/chuzu/bj/zufang/BJ2148294161931960320.html,88,30000,元/月,屯三里,整租
5c715d88397be4c5251aa61e,1,2,长阳,北京,房山,353,南 西,1,近地铁 集中供暖,首开熙悦广场 3房间1卫 5000元,39.767727,3房间1卫,116.21711,https://m.lianjia.com/chuzu/bj/zufang/BJ2091965637055488000.html,78,5000,元/月,首开熙悦广场,整租
5c714a76397be4c5251a5fd2,1,1,杨庄,北京,石景山,1044,东,1,近地铁 集中供暖 随时看房,整租 · 华信大厦宿舍 1室1厅 4000元,39.927906,1室1厅1卫,116.195584,https://m.lianjia.com/chuzu/bj/zufang/BJ2126623791126945792.html,49,4000,元/月,华信大厦宿舍,整租
5c712d1e397be4c5251a00f2,1,1,广安门,北京,西城,681,西,0,近地铁 集中供暖 随时看房,整租 ·   荣丰复式单层出租 独立厨卫 地铁7号线达官营,39.900529,1室0厅1卫,116.343245,https://m.lianjia.com/chuzu/bj/zufang/BJ2181123837788700672.html,38,4000,元/月,荣丰2008,整租
5c72b02d397be4c5251e3283,2,3,常营,北京,朝阳,714,南 北,2,精装 集中供暖 双卫生间,整租 · 万象新天天际高尔夫 3室2厅 13000元,39.937451,3室2厅2卫,116.600168,https://m.lianjia.com/chuzu/bj/zufang/BJ2192589485777362944.html,169,13000,元/月,万象新天天际高尔夫,整租
5c72b6b2397be4c5251e4298,1,3,劲松,北京,朝阳,717,西北,1,近地铁 精装 集中供暖 随时看房,整租 · 劲松九区 户型方正三居室 精装修 随时入住,39.893046,3室1厅1卫,116.452221,https://m.lianjia.com/chuzu/bj/zufang/BJ2157910718924455936.html,74,8000,元/月,劲松九区,整租
5c712d3c397be4c5251a0117,1,1,白纸坊,北京,西城,,东 南,1,精装 新上,整租 · 恬心家园 1室1厅 6000元,39.884305,1室1厅1卫,116.363739,https://m.lianjia.com/chuzu/bj/zufang/BJ2197807644197265408.html,64,6000,元/月,恬心家园,整租
5c72b62d397be4c5251e4143,2,2,酒仙桥,北京,朝阳,478,南 北,1,近地铁 精装 集中供暖 双卫生间,整租 · 阳光上东四期安徒生花园高层观景房,39.97146,2室1厅2卫,116.490525,https://m.lianjia.com/chuzu/bj/zufang/BJ2163613717261467648.html,169,22000,元/月,阳光上东,整租
5c7137d3397be4c5251a1ca4,1,1,亚运村,北京,朝阳,188,北,1,近地铁 集中供暖 随时看房,大屯里小区 1室1厅 7500元,40.014025,1室1厅1卫,116.422761,https://m.lianjia.com/chuzu/bj/zufang/BJ2158387570311446528.html,71,7500,元/月,大屯里小区,整租
5c7155a0397be4c5251a907f,1,1,天宫院,北京,大兴,478,西,1,近地铁 集中供暖 随时看房,熙兆大厦 2房间1卫 3700元,39.680682,2房间1卫,116.325616,https://m.lianjia.com/chuzu/bj/zufang/BJ2169942578148425728.html,47,3700,元/月,熙兆大厦,整租
5c7156f2397be4c5251a9466,1,1,亦庄,北京,亦庄开发区,1036,东,1,近地铁 集中供暖 随时看房,东晶国际 1室1厅 4300元,39.805889,1室1厅1卫,116.500382,https://m.lianjia.com/chuzu/bj/zufang/BJ2191913851333640192.html,50,4300,元/月,东晶国际,整租
5c713fe3397be4c5251a2c96,1,1,清河,北京,海淀,853,南,1,近地铁 精装 随时看房,整租 ·   高巢小区装修温馨的开间，随时入住，靠谱出租,40.036611,1室1厅1卫,116.364987,https://m.lianjia.com/chuzu/bj/zufang/BJ2169431353811009536.html,52,5200,元/月,高巢,整租
5c714a5e397be4c5251a5f57,1,1,八角,北京,石景山,1018,南,1,近地铁 集中供暖 随时看房,八角北路 1室1厅 4000元,39.921408,1室1厅1卫,116.203052,https://m.lianjia.com/chuzu/bj/zufang/BJ2192769518332821504.html,37,4000,元/月,八角北路,整租
5c7146d7397be4c5251a4e2d,1,2,蒲黄榆,北京,丰台,320,南,1,近地铁 集中供暖 随时看房,整租 · 刘家窑南里 2室1厅 5200元,39.867392,2室1厅1卫,116.423312,https://m.lianjia.com/chuzu/bj/zufang/BJ2163171728745046016.html,50,5200,元/月,刘家窑南里,整租
5c72b517397be4c5251e3e6e,1,2,和平里,北京,朝阳,642,南,2,近地铁 集中供暖,东土城路九号院简装两居室格局方正采光好,39.958894,2室2厅1卫,116.43823,https://m.lianjia.com/chuzu/bj/zufang/BJ2179421473855512576.html,79,8500,元/月,东土城路9号院,整租
5c714c21397be4c5251a67df,1,1,果园,北京,通州,1144,北,1,精装 集中供暖 随时看房,整租 · 巴克寓所 1室1厅 4500元,39.893536,1室1厅1卫,116.645523,https://m.lianjia.com/chuzu/bj/zufang/BJ2192604424361754624.html,65,4500,元/月,巴克寓所,整租
5c713147397be4c5251a0811,1,1,亚运村,北京,朝阳,126,南,1,近地铁 集中供暖,整租 · 慧忠里 1室1厅 6200元,40.003413,1室1厅1卫,116.409266,https://m.lianjia.com/chuzu/bj/zufang/BJ2193222832903954432.html,46,6200,元/月,慧忠里,整租
5c7146de397be4c5251a4e47,1,2,马家堡,北京,丰台,940,南 北,1,近地铁 集中供暖 随时看房,整租 · 西马金润一区 2室1厅 5300元,39.843591,2室1厅1卫,116.391411,https://m.lianjia.com/chuzu/bj/zufang/BJ2164211250274779136.html,76,5300,元/月,西马金润一区,整租
5c71504f397be4c5251a7c34,2,4,天通苑,北京,昌平,,南 北,3,精装 集中供暖 双卫生间 随时看房,整租 · 天通苑北三区 4室3厅 10200元 跃层,40.082372,4室3厅2卫,116.439341,https://m.lianjia.com/chuzu/bj/zufang/BJ2160647169424490496.html,108,10200,元/月,天通苑北三区,整租
5c712fe0397be4c5251a0495,1,2,广安门,北京,西城,,南 北,1,精装 集中供暖,整租 · 小马厂西里 2室1厅 6600元,39.90287,2室1厅1卫,116.346521,https://m.lianjia.com/chuzu/bj/zufang/BJ2171522831362293760.html,62,6600,元/月,小马厂西里,整租
5c715ee8397be4c5251aab67,2,2,滨河西区,北京,门头沟,,南,2,集中供暖,华润悦景湾 4房间2卫 4000元,39.942252,4房间2卫,116.121955,https://m.lianjia.com/chuzu/bj/zufang/BJ2166672584320753664.html,68,4000,元/月,华润悦景湾,整租
5c713f95397be4c5251a2b19,1,2,清河,北京,海淀,231,南 北,1,近地铁 集中供暖 随时看房,整租 ·   永泰庄附近精装修两居室，随时可看，可拎包入住,40.040209,2室1厅1卫,116.367137,https://m.lianjia.com/chuzu/bj/zufang/BJ2193370079566241792.html,58,5800,元/月,永泰东里,整租
5c714d1b397be4c5251a6c9d,1,1,北关,北京,通州,,南,1,集中供暖 新上 随时看房,整租 · 新北京中心 2房间1卫 5200元,39.924748,2房间1卫,116.664666,https://m.lianjia.com/chuzu/bj/zufang/BJ2197761679758983168.html,44,5200,元/月,新北京中心,整租
5c71334b397be4c5251a0f95,2,3,豆各庄,北京,朝阳,,东 南 北,2,双卫生间 随时看房,整租 ·  明厨明卫 中间层 不临街大三居,39.87005,3室2厅2卫,116.585161,https://m.lianjia.com/chuzu/bj/zufang/BJ2191245145360572416.html,130,7000,元/月,万科青青家园,整租
5c714039397be4c5251a2e45,1,2,田村,北京,海淀,251,南 北,1,近地铁 精装 集中供暖,整租 ·   西木小区  南北通透   两居室,39.939056,2室1厅1卫,116.278744,https://m.lianjia.com/chuzu/bj/zufang/BJ2191714160478257152.html,55,5900,元/月,西木小区,整租
5c714ffb397be4c5251a7aa9,1,1,东关,北京,昌平,396,南 北,2,精装 集中供暖 新上,整租 ·   果岭小镇正规一居，一层带院，拎包入住 错层,40.229588,1室2厅1卫,116.272241,https://m.lianjia.com/chuzu/bj/zufang/BJ2197713387918729216.html,69,4500,元/月,果岭小镇,整租
5c714f8e397be4c5251a7883,2,3,回龙观,北京,昌平,153,南 北,1,近地铁 新上,田园风光雅苑 3室1厅 8500元,40.093976,3室1厅2卫,116.35699,https://m.lianjia.com/chuzu/bj/zufang/BJ2196135584060145664.html,125,8500,元/月,田园风光雅苑,整租
5c714a4d397be4c5251a5f01,1,1,杨庄,北京,石景山,1148,北,0,近地铁 集中供暖 新上 随时看房,西现代城 1室0厅 3800元,39.931247,1室0厅1卫,116.196292,https://m.lianjia.com/chuzu/bj/zufang/BJ2197084643789389824.html,43,3800,元/月,西现代城,整租
5c71479b397be4c5251a51f0,2,3,西罗园,北京,丰台,1019,南 北,2,近地铁 集中供暖,祥瑞苑 3室2厅 9000元,39.860193,3室2厅2卫,116.399293,https://m.lianjia.com/chuzu/bj/zufang/BJ2147020632104648704.html,133,9000,元/月,祥瑞苑,整租
